"strain","freq","mic","n","dose","run"
"b4",4077321258069.12,5.62341325190349,5,31,4
"b5",8494147286383.65,10,5,31,4
"b1",54980616317.1027,1,5,31,5
"b2",718408248155.826,1.77827941003892,5,31,5
"b3",1923724462681.5,3.16227766016838,5,31,5
"b4",4070533509808.01,5.62341325190349,5,31,5
"b5",8506981204236.31,10,5,31,5
"b1",50475757399.9135,1,5,31,6
"b2",751067322878.419,1.77827941003892,5,31,6
"b3",1855947887374.91,3.16227766016838,5,31,6
"b4",3852473071363.54,5.62341325190349,5,31,6
"b5",8825774127238.1,10,5,31,6
"b1",50767898126.4265,1,5,31,7
"b2",759569646560.557,1.77827941003892,5,31,7
"b3",1688882373655.44,3.16227766016838,5,31,7
"b4",3940487100030.52,5.62341325190349,5,31,7
"b5",8920787339709.07,10,5,31,7
"b1",50749895762.0767,1,5,31,8
"b2",764139673992,1.77827941003892,5,31,8
"b3",1882801862074.37,3.16227766016838,5,31,8
"b4",4024536355846.39,5.62341325190349,5,31,8
"b5",8580574356518.67,10,5,31,8
"b1",53121678233.1732,1,5,31,9
"b2",751965288570.056,1.77827941003892,5,31,9
"b3",1896977125985.68,3.16227766016838,5,31,9
"b4",3848742621379.94,5.62341325190349,5,31,9
"b5",8744142466514.98,10,5,31,9
"b1",52832294987.6956,1,5,31,10
"b2",693155568383.53,1.77827941003892,5,31,10
"b3",1877530712657.3,3.16227766016838,5,31,10
"b4",4055357387505.18,5.62341325190349,5,31,10
"b5",8654277148782.22,10,5,31,10
"b1",51027682.9365552,1,5,32,1
"b2",659257821383.243,1.77827941003892,5,32,1
"b3",1853857786937.33,3.16227766016838,5,32,1
"b4",3661225422512.71,5.62341325190349,5,32,1
"b5",9101112682119.71,10,5,32,1
"b1",44468302.4583637,1,5,32,2
"b2",710556809360.374,1.77827941003892,5,32,2
"b3",1750285460009.49,3.16227766016838,5,32,2
"b4",3816236547922.45,5.62341325190349,5,32,2
"b5",8999522628360.08,10,5,32,2
"b1",51027682.9365552,1,5,32,3
"b2",659257821383.243,1.77827941003892,5,32,3
"b3",1853857786937.33,3.16227766016838,5,32,3
"b4",3661225422512.71,5.62341325190349,5,32,3
"b5",9101112682119.71,10,5,32,3
"b1",51132353.592617,1,5,32,4
"b2",724881775799.407,1.77827941003892,5,32,4
"b3",1862290982660.02,3.16227766016838,5,32,4
"b4",3721329655189.7,5.62341325190349,5,32,4
"b5",8905132909121.97,10,5,32,4
"b1",53393062.8578149,1,5,32,5
"b2",735931393367.19,1.77827941003892,5,32,5
"b3",1881060131889.24,3.16227766016838,5,32,5
"b4",3827786953512.93,5.62341325190349,5,32,5
"b5",8736276737861.1,10,5,32,5
"b1",47294910.5691493,1,5,32,6
"b2",714887342233.26,1.77827941003892,5,32,6
"b3",1775424669850.82,3.16227766016838,5,32,6
"b4",3824904979718.71,5.62341325190349,5,32,6
"b5",8937912007344.68,10,5,32,6
"b1",49120450.0371935,1,5,32,7
"b2",711871448531.065,1.77827941003892,5,32,7
"b3",1822028782708.56,3.16227766016838,5,32,7
"b4",3771723177605.19,5.62341325190349,5,32,7
"b5",8934117145234.83,10,5,32,7
"b1",46717218.4165883,1,5,32,8
"b2",725869038239.615,1.77827941003892,5,32,8
"b3",1838132827584.23,3.16227766016838,5,32,8
"b4",3658841358438.97,5.62341325190349,5,32,8
"b5",9020702855860.18,10,5,32,8
"b1",47984833.93145,1,5,32,9
"b2",740941951997.764,1.77827941003892,5,32,9
"b3",1743542851884.48,3.16227766016838,5,32,9
"b4",3889229843354.22,5.62341325190349,5,32,9
"b5",8857796314557.57,10,5,32,9
"b1",49679728.1019697,1,5,32,10
"b2",703476160725.413,1.77827941003892,5,32,10
"b3",1784714073532.67,3.16227766016838,5,32,10
"b4",3823886536698.05,5.62341325190349,5,32,10
"b5",8937664991573.8,10,5,32,10
"b1",0,1,5,33,1
"b2",688035023513.229,1.77827941003892,5,33,1
"b3",1715271184603.27,3.16227766016838,5,33,1
"b4",3554328926947.75,5.62341325190349,5,33,1
"b5",9255519207693.92,10,5,33,1
"b1",0,1,5,33,2
"b2",670327233627.302,1.77827941003892,5,33,2
"b3",1682649218286.67,3.16227766016838,5,33,2
"b4",3656141029834.89,5.62341325190349,5,33,2
"b5",9220933030704.8,10,5,33,2
"b1",0,1,5,33,3
"b2",639591405140.19,1.77827941003892,5,33,3
"b3",1642259100329.04,3.16227766016838,5,33,3
"b4",3634220788939.14,5.62341325190349,5,33,3
"b5",9360245646395.19,10,5,33,3
"b1",0,1,5,33,4
"b2",619581256831.739,1.77827941003892,5,33,4
"b3",1854495716172.55,3.16227766016838,5,33,4
"b4",3552749731770.47,5.62341325190349,5,33,4
"b5",9211162885670.31,10,5,33,4
"b1",0,1,5,33,5
"b2",694590236102.434,1.77827941003892,5,33,5
"b3",1735393356841.36,3.16227766016838,5,33,5
"b4",3745765953504.75,5.62341325190349,5,33,5
"b5",9014586740400.64,10,5,33,5
"b1",0,1,5,33,6
"b2",640499914782.151,1.77827941003892,5,33,6
"b3",1707207594336.71,3.16227766016838,5,33,6
"b4",3653569166322.54,5.62341325190349,5,33,6
"b5",9245489537864.71,10,5,33,6
"b1",0,1,5,33,7
"b2",667461442567.279,1.77827941003892,5,33,7
"b3",1775842645063.46,3.16227766016838,5,33,7
"b4",3709453455581.85,5.62341325190349,5,33,7
"b5",9052872297253.9,10,5,33,7
"b1",0,1,5,33,8
"b2",640499914782.151,1.77827941003892,5,33,8
"b3",1707207594336.71,3.16227766016838,5,33,8
"b4",3653569166322.54,5.62341325190349,5,33,8
"b5",9245489537864.71,10,5,33,8
"b1",0,1,5,33,9
"b2",654280865597.499,1.77827941003892,5,33,9
"b3",1760407278465.7,3.16227766016838,5,33,9
"b4",3270661754189.27,5.62341325190349,5,33,9
"b5",9571568298060.25,10,5,33,9
"b1",0,1,5,33,10
"b2",610037727740.193,1.77827941003892,5,33,10
"b3",1687243629127.06,3.16227766016838,5,33,10
"b4",3681097842067.3,5.62341325190349,5,33,10
"b5",9309454584449.29,10,5,33,10
"b1",0,1,5,34,1
"b2",630651590696.743,1.77827941003892,5,34,1
"b3",1658780790789.19,3.16227766016838,5,34,1
"b4",3383276022401.93,5.62341325190349,5,34,1
"b5",9478580285426.58,10,5,34,1
"b1",0,1,5,34,2
"b2",598039282321.697,1.77827941003892,5,34,2
"b3",1532810871174.3,3.16227766016838,5,34,2
"b4",3526917921136.47,5.62341325190349,5,34,2
"b5",9546736618347.28,10,5,34,2
"b1",0,1,5,34,3
"b2",626650917685.497,1.77827941003892,5,34,3
"b3",1697858893921.36,3.16227766016838,5,34,3
"b4",3607417799101.56,5.62341325190349,5,34,3
"b5",9196334930754.21,10,5,34,3
"b1",0,1,5,34,4
"b2",600601064250.527,1.77827941003892,5,34,4
"b3",1714240697129.46,3.16227766016838,5,34,4
"b4",3689867839544.07,5.62341325190349,5,34,4
"b5",9129551818692.64,10,5,34,4
"b1",0,1,5,34,5
"b2",630651590696.743,1.77827941003892,5,34,5
"b3",1658780790789.19,3.16227766016838,5,34,5
"b4",3383276022401.93,5.62341325190349,5,34,5
"b5",9478580285426.58,10,5,34,5
"b1",0,1,5,34,6
"b2",606056379576.731,1.77827941003892,5,34,6
"b3",1678800766034.59,3.16227766016838,5,34,6
"b4",3260309890986.47,5.62341325190349,5,34,6
"b5",9623038903469.12,10,5,34,6
"b1",0,1,5,34,7
"b2",611868569061.444,1.77827941003892,5,34,7
"b3",1646232445829.35,3.16227766016838,5,34,7
"b4",3498580433831.09,5.62341325190349,5,34,7
"b5",9406667531199.35,10,5,34,7
"b1",0,1,5,34,8
"b2",620409372033.197,1.77827941003892,5,34,8
"b3",1674674536909.99,3.16227766016838,5,34,8
"b4",3481716781320.93,5.62341325190349,5,34,8
"b5",9371217891634.4,10,5,34,8
"b1",0,1,5,34,9
"b2",627423656790.9,1.77827941003892,5,34,9
"b3",1617781203336.02,3.16227766016838,5,34,9
"b4",3342560174430.6,5.62341325190349,5,34,9
"b5",9577316082475.28,10,5,34,9
"b1",0,1,5,34,10
"b2",616568747578.98,1.77827941003892,5,34,10
"b3",1667445480459.41,3.16227766016838,5,34,10
"b4",3532477629040.67,5.62341325190349,5,34,10
"b5",9338613065036.95,10,5,34,10
"b1",0,1,5,35,1
"b2",561200460333.496,1.77827941003892,5,35,1
"b3",1456590455220.44,3.16227766016838,5,35,1
"b4",3377564300054.41,5.62341325190349,5,35,1
"b5",9735604026078.56,10,5,35,1
"b1",0,1,5,35,2
"b2",562004139204.186,1.77827941003892,5,35,2
"b3",1657100329058.18,3.16227766016838,5,35,2
"b4",3375629599818.85,5.62341325190349,5,35,2
"b5",9468448835021.71,10,5,35,2
"b1",0,1,5,35,3
"b2",561200460333.496,1.77827941003892,5,35,3
"b3",1456590455220.44,3.16227766016838,5,35,3
"b4",3377564300054.41,5.62341325190349,5,35,3
"b5",9735604026078.56,10,5,35,3
"b1",0,1,5,35,4
"b2",567023797029.884,1.77827941003892,5,35,4
"b3",1671537439700.57,3.16227766016838,5,35,4
"b4",3380990926635.85,5.62341325190349,5,35,4
"b5",9437420498377.17,10,5,35,4
"b1",0,1,5,35,5
"b2",584056887794.74,1.77827941003892,5,35,5
"b3",1465010422004.05,3.16227766016838,5,35,5
"b4",3356963467851.96,5.62341325190349,5,35,5
"b5",9702999138615.21,10,5,35,5
"b1",0,1,5,35,6
"b2",558414191461.918,1.77827941003892,5,35,6
"b3",1617153004910.93,3.16227766016838,5,35,6
"b4",3447907980678.61,5.62341325190349,5,35,6
"b5",9450840490366.55,10,5,35,6
"b1",0,1,5,35,7
"b2",567783424991.231,1.77827941003892,5,35,7
"b3",1532430418776.75,3.16227766016838,5,35,7
"b4",3336731282475.05,5.62341325190349,5,35,7
"b5",9677472363511.77,10,5,35,7
"b1",0,1,5,35,8
"b2",583329246351.639,1.77827941003892,5,35,8
"b3",1554516010156.99,3.16227766016838,5,35,8
"b4",3396211754541.31,5.62341325190349,5,35,8
"b5",9538332295970.66,10,5,35,8
"b1",0,1,5,35,9
"b2",573629867576.285,1.77827941003892,5,35,9
"b3",1514972715165.6,3.16227766016838,5,35,9
"b4",3365846334404.03,5.62341325190349,5,35,9
"b5",9647660577817.97,10,5,35,9
"b1",0,1,5,35,10
"b2",558414191461.918,1.77827941003892,5,35,10
"b3",1617153004910.93,3.16227766016838,5,35,10
"b4",3447907980678.61,5.62341325190349,5,35,10
"b5",9450840490366.55,10,5,35,10
"b1",0,1,5,36,1
"b2",496696568059.355,1.77827941003892,5,36,1
"b3",1608624010548.99,3.16227766016838,5,36,1
"b4",3278916000904.1,5.62341325190349,5,36,1
"b5",9622861576772.67,10,5,36,1
"b1",0,1,5,36,2
"b2",557546632330.714,1.77827941003892,5,36,2
"b3",1543459710003.65,3.16227766016838,5,36,2
"b4",3253564951148.22,5.62341325190349,5,36,2
"b5",9612706868052.08,10,5,36,2
"b1",0,1,5,36,3
"b2",517484643757.804,1.77827941003892,5,36,3
"b3",1516090236685.01,3.16227766016838,5,36,3
"b4",3308914503703.67,5.62341325190349,5,36,3
"b5",9672865632476.4,10,5,36,3
"b1",0,1,5,36,4
"b2",536494139275.234,1.77827941003892,5,36,4
"b3",1521013002585.49,3.16227766016838,5,36,4
"b4",3222792005898.73,5.62341325190349,5,36,4
"b5",9715760367771.25,10,5,36,4
"b1",0,1,5,36,5
"b2",529696682507.42,1.77827941003892,5,36,5
"b3",1552558223177.47,3.16227766016838,5,36,5
"b4",3253489300116.22,5.62341325190349,5,36,5
"b5",9658446831937.09,10,5,36,5
"b1",0,1,5,36,6
"b2",511472447866.165,1.77827941003892,5,36,6
"b3",1500432615122.77,3.16227766016838,5,36,6
"b4",3281415122710.46,5.62341325190349,5,36,6
"b5",9737065555689.49,10,5,36,6
"b1",0,1,5,36,7
"b2",522678232756.531,1.77827941003892,5,36,7
"b3",1523860652762,3.16227766016838,5,36,7
"b4",3306021188242.9,5.62341325190349,5,36,7
"b5",9656217217828.03,10,5,36,7
"b1",0,1,5,36,8
"b2",522678232756.531,1.77827941003892,5,36,8
"b3",1523860652762,3.16227766016838,5,36,8
"b4",3306021188242.9,5.62341325190349,5,36,8
"b5",9656217217828.03,10,5,36,8
"b1",0,1,5,36,9
"b2",502861134042.352,1.77827941003892,5,36,9
"b3",1487869455253.32,3.16227766016838,5,36,9
"b4",3367677466595.21,5.62341325190349,5,36,9
"b5",9673445014366.13,10,5,36,9
"b1",0,1,5,36,10
"b2",533339961935.507,1.77827941003892,5,36,10
"b3",1576334922871.31,3.16227766016838,5,36,10
"b4",3311300179956.18,5.62341325190349,5,36,10
"b5",9550679447220.4,10,5,36,10
"b1",0,1,5,37,1
"b2",427949513048.866,1.77827941003892,5,37,1
"b3",1520445944664.4,3.16227766016838,5,37,1
"b4",3021073685461.69,5.62341325190349,5,37,1
"b5",10020465281287.6,10,5,37,1
"b1",0,1,5,37,2
"b2",466238244285.836,1.77827941003892,5,37,2
"b3",1464184322651.19,3.16227766016838,5,37,2
"b4",3159415152173.2,5.62341325190349,5,37,2
"b5",9860933933561.4,10,5,37,2
"b1",0,1,5,37,3
"b2",490765752724.183,1.77827941003892,5,37,3
"b3",1474450255780.41,3.16227766016838,5,37,3
"b4",3082573447372.95,5.62341325190349,5,37,3
"b5",9879491221485.68,10,5,37,3
"b1",0,1,5,37,4
"b2",496884268428.074,1.77827941003892,5,37,4
"b3",1448942577803.76,3.16227766016838,5,37,4
"b4",3157975056311.5,5.62341325190349,5,37,4
"b5",9823758273499.41,10,5,37,4
"b1",0,1,5,37,5
"b2",427949513048.866,1.77827941003892,5,37,5
"b3",1520445944664.4,3.16227766016838,5,37,5
"b4",3021073685461.69,5.62341325190349,5,37,5
"b5",10020465281287.6,10,5,37,5
"b1",0,1,5,37,6
"b2",448673734603.602,1.77827941003892,5,37,6
"b3",1483455180024.73,3.16227766016838,5,37,6
"b4",2860788260113.45,5.62341325190349,5,37,6
"b5",10197498450242.1,10,5,37,6
"b1",0,1,5,37,7
"b2",476201717240.927,1.77827941003892,5,37,7
"b3",1243916115181.8,3.16227766016838,5,37,7
"b4",3191900798222.65,5.62341325190349,5,37,7
"b5",10088981120473.9,10,5,37,7
"b1",0,1,5,37,8
"b2",479099742804.51,1.77827941003892,5,37,8
"b3",1540290275024.19,3.16227766016838,5,37,8
"b4",2996246856407.89,5.62341325190349,5,37,8
"b5",9908901606438.48,10,5,37,8
"b1",0,1,5,37,9
"b2",472051119226.405,1.77827941003892,5,37,9
"b3",1446312192690.67,3.16227766016838,5,37,9
"b4",3265986150264.83,5.62341325190349,5,37,9
"b5",9754174831860.27,10,5,37,9
"b1",0,1,5,37,10
"b2",472051119226.405,1.77827941003892,5,37,10
"b3",1446312192690.67,3.16227766016838,5,37,10
"b4",3265986150264.83,5.62341325190349,5,37,10
"b5",9754174831860.27,10,5,37,10
"b1",0,1,5,38,1
"b2",479081858672.43,1.77827941003892,5,38,1
"b3",1395781688425.5,3.16227766016838,5,38,1
"b4",3215692148337.3,5.62341325190349,5,38,1
"b5",9705306691486.83,10,5,38,1
"b1",0,1,5,38,2
"b2",461643843283.489,1.77827941003892,5,38,2
"b3",1283378662687.68,3.16227766016838,5,38,2
"b4",3082327922659.74,5.62341325190349,5,38,2
"b5",10040155138060.2,10,5,38,2
"b1",0,1,5,38,3
"b2",461643843283.489,1.77827941003892,5,38,3
"b3",1283378662687.68,3.16227766016838,5,38,3
"b4",3082327922659.74,5.62341325190349,5,38,3
"b5",10040155138060.2,10,5,38,3
"b1",0,1,5,38,4
"b2",411814352618.584,1.77827941003892,5,38,4
"b3",1440724879199.81,3.16227766016838,5,38,4
"b4",2973353004383.04,5.62341325190349,5,38,4
"b5",10057124420785.7,10,5,38,4
"b1",0,1,5,38,5
"b2",435893011042.329,1.77827941003892,5,38,5
"b3",1402668996977.98,3.16227766016838,5,38,5
"b4",3061582343512.38,5.62341325190349,5,38,5
"b5",9957950055561.05,10,5,38,5
"b1",0,1,5,38,6
"b2",401926136524.32,1.77827941003892,5,38,6
"b3",1388481127053.9,3.16227766016838,5,38,6
"b4",3070072933967.16,5.62341325190349,5,38,6
"b5",10031344609281.5,10,5,38,6
"b1",0,1,5,38,7
"b2",445725137011.498,1.77827941003892,5,38,7
"b3",1434715581737.6,3.16227766016838,5,38,7
"b4",3086765005432.26,5.62341325190349,5,38,7
"b5",9870252013333.19,10,5,38,7
"b1",0,1,5,38,8
"b2",431294315251.797,1.77827941003892,5,38,8
"b3",1453803646551.04,3.16227766016838,5,38,8
"b4",3013422370908.54,5.62341325190349,5,38,8
"b5",9951478309309.45,10,5,38,8
"b1",0,1,5,38,9
"b2",442909489486.627,1.77827941003892,5,38,9
"b3",1423975005179.78,3.16227766016838,5,38,9
"b4",2954900874362.23,5.62341325190349,5,38,9
"b5",10039068299113,10,5,38,9
"b1",0,1,5,38,10
"b2",401926136524.32,1.77827941003892,5,38,10
"b3",1388481127053.9,3.16227766016838,5,38,10
"b4",3070072933967.16,5.62341325190349,5,38,10
"b5",10031344609281.5,10,5,38,10
"b1",0,1,5,39,1
"b2",401669038155.362,1.77827941003892,5,39,1
"b3",1284350556809.29,3.16227766016838,5,39,1
"b4",2852879893166.39,5.62341325190349,5,39,1
"b5",10276818480263.4,10,5,39,1
"b1",0,1,5,39,2
"b2",367406608101.082,1.77827941003892,5,39,2
"b3",1335257751553.91,3.16227766016838,5,39,2
"b4",2997336821412.05,5.62341325190349,5,39,2
"b5",10128777688033.8,10,5,39,2
"b1",0,1,5,39,3
"b2",390478478697.032,1.77827941003892,5,39,3
"b3",1411070438337.49,3.16227766016838,5,39,3
"b4",2960368607001.37,5.62341325190349,5,39,3
"b5",10007057124834.3,10,5,39,3
"b1",0,1,5,39,4
"b2",412301169435.34,1.77827941003892,5,39,4
"b3",1372836286569.04,3.16227766016838,5,39,4
"b4",3005122654414.17,5.62341325190349,5,39,4
"b5",9965411381933.93,10,5,39,4
"b1",0,1,5,39,5
"b2",412301169435.34,1.77827941003892,5,39,5
"b3",1372836286569.04,3.16227766016838,5,39,5
"b4",3005122654414.17,5.62341325190349,5,39,5
"b5",9965411381933.93,10,5,39,5
"b1",0,1,5,39,6
"b2",399699808156.743,1.77827941003892,5,39,6
"b3",1388526110641.25,3.16227766016838,5,39,6
"b4",3057712759857.31,5.62341325190349,5,39,6
"b5",9917454816157.35,10,5,39,6
"b1",0,1,5,39,7
"b2",393692773584.614,1.77827941003892,5,39,7
"b3",1422084052360.58,3.16227766016838,5,39,7
"b4",2954470323010.89,5.62341325190349,5,39,7
"b5",9995750646260.49,10,5,39,7
"b1",0,1,5,39,8
"b2",393692773584.614,1.77827941003892,5,39,8
"b3",1422084052360.58,3.16227766016838,5,39,8
"b4",2954470323010.89,5.62341325190349,5,39,8
"b5",9995750646260.49,10,5,39,8
"b1",0,1,5,39,9
"b2",433897434248.41,1.77827941003892,5,39,9
"b3",1361588954616.87,3.16227766016838,5,39,9
"b4",3005993788716.59,5.62341325190349,5,39,9
"b5",9930256640911.19,10,5,39,9
"b1",0,1,5,39,10
"b2",408107216756.988,1.77827941003892,5,39,10
"b3",1348673746319.35,3.16227766016838,5,39,10
"b4",3015182348122.23,5.62341325190349,5,39,10
"b5",9993703135191.24,10,5,39,10
"b1",0,1,5,40,1
"b2",394977893203.29,1.77827941003892,5,40,1
"b3",1366694233847.12,3.16227766016838,5,40,1
"b4",2947890085713.32,5.62341325190349,5,40,1
"b5",9916887813415.83,10,5,40,1
"b1",0,1,5,40,2
"b2",349566313024.699,1.77827941003892,5,40,2
"b3",1306760977722.76,3.16227766016838,5,40,2
"b4",3000077622434.72,5.62341325190349,5,40,2
"b5",10053741422947.1,10,5,40,2
"b1",0,1,5,40,3
"b2",341450118441.308,1.77827941003892,5,40,3
"b3",1279227038694.84,3.16227766016838,5,40,3
"b4",2908425771486.21,5.62341325190349,5,40,3
"b5",10216135304618.3,10,5,40,3
"b1",0,1,5,40,4
"b2",395447216615.776,1.77827941003892,5,40,4
"b3",1296757958494.57,3.16227766016838,5,40,4
"b4",2711692574153.18,5.62341325190349,5,40,4
"b5",10264363273187.5,10,5,40,4
"b1",0,1,5,40,5
"b2",394977893203.29,1.77827941003892,5,40,5
"b3",1366694233847.12,3.16227766016838,5,40,5
"b4",2947890085713.32,5.62341325190349,5,40,5
"b5",9916887813415.83,10,5,40,5
"b1",0,1,5,40,6
"b2",362120825314.339,1.77827941003892,5,40,6
"b3",1321076607398.29,3.16227766016838,5,40,6
"b4",2969685592540.62,5.62341325190349,5,40,6
"b5",10041101491003.5,10,5,40,6
"b1",0,1,5,40,7
"b2",389237184487.4,1.77827941003892,5,40,7
"b3",1265961147084.06,3.16227766016838,5,40,7
"b4",2851167302160.54,5.62341325190349,5,40,7
"b5",10172442769616.6,10,5,40,7
"b1",0,1,5,40,8
"b2",364416182345.057,1.77827941003892,5,40,8
"b3",1251418309580.72,3.16227766016838,5,40,8
"b4",2861786884529.39,5.62341325190349,5,40,8
"b5",10247361168672.9,10,5,40,8
"b1",0,1,5,40,9
"b2",368566393514.649,1.77827941003892,5,40,9
"b3",1358496316550.24,3.16227766016838,5,40,9
"b4",3008623026897.6,5.62341325190349,5,40,9
"b5",9931592132244.53,10,5,40,9
"b1",0,1,5,40,10
"b2",368566393514.649,1.77827941003892,5,40,10
"b3",1358496316550.24,3.16227766016838,5,40,10
"b4",3008623026897.6,5.62341325190349,5,40,10
"b5",9931592132244.53,10,5,40,10
"b1",19245887376275.2,1,6,0,1
"b2",18093525.6514809,1.58489319246111,6,0,1
"b3",0,2.51188643150958,6,0,1
"b4",0,3.98107170553497,6,0,1
"b5",0,6.30957344480193,6,0,1
"b6",0,10,6,0,1
"b1",19245889402954.4,1,6,0,2
"b2",16067354.0569824,1.58489319246111,6,0,2
"b3",0,2.51188643150958,6,0,2
"b4",0,3.98107170553497,6,0,2
"b5",0,6.30957344480193,6,0,2
"b6",0,10,6,0,2
"b1",19245889402954.4,1,6,0,3
"b2",16067354.0569824,1.58489319246111,6,0,3
"b3",0,2.51188643150958,6,0,3
"b4",0,3.98107170553497,6,0,3
"b5",0,6.30957344480193,6,0,3
"b6",0,10,6,0,3
"b1",19245887558351.5,1,6,0,4
"b2",17911541.0359027,1.58489319246111,6,0,4
"b3",0,2.51188643150958,6,0,4
"b4",0,3.98107170553497,6,0,4
"b5",0,6.30957344480193,6,0,4
"b6",0,10,6,0,4
"b1",19245888906569.4,1,6,0,5
"b2",16563606.3891858,1.58489319246111,6,0,5
"b3",0,2.51188643150958,6,0,5
"b4",0,3.98107170553497,6,0,5
"b5",0,6.30957344480193,6,0,5
"b6",0,10,6,0,5
"b1",19245888698352.4,1,6,0,6
"b2",16771714.9166054,1.58489319246111,6,0,6
"b3",0,2.51188643150958,6,0,6
"b4",0,3.98107170553497,6,0,6
"b5",0,6.30957344480193,6,0,6
"b6",0,10,6,0,6
"b1",19245890108685.4,1,6,0,7
"b2",15361824.2825533,1.58489319246111,6,0,7
"b3",0,2.51188643150958,6,0,7
"b4",0,3.98107170553497,6,0,7
"b5",0,6.30957344480193,6,0,7
"b6",0,10,6,0,7
"b1",19245889310582.2,1,6,0,8
"b2",16159745.28932,1.58489319246111,6,0,8
"b3",0,2.51188643150958,6,0,8
"b4",0,3.98107170553497,6,0,8
"b5",0,6.30957344480193,6,0,8
"b6",0,10,6,0,8
"b1",19245889135937.4,1,6,0,9
"b2",16334338.8987135,1.58489319246111,6,0,9
"b3",0,2.51188643150958,6,0,9
"b4",0,3.98107170553497,6,0,9
"b5",0,6.30957344480193,6,0,9
"b6",0,10,6,0,9
"b1",19245888698352.4,1,6,0,10
"b2",16771714.9166054,1.58489319246111,6,0,10
"b3",0,2.51188643150958,6,0,10
"b4",0,3.98107170553497,6,0,10
"b5",0,6.30957344480193,6,0,10
"b6",0,10,6,0,10
"b1",18644329876107.1,1,6,1,1
"b2",14905075795.9581,1.58489319246111,6,1,1
"b3",12133.6022172323,2.51188643150958,6,1,1
"b4",0,3.98107170553497,6,1,1
"b5",0,6.30957344480193,6,1,1
"b6",0,10,6,1,1
"b1",18648495099963.2,1,6,1,2
"b2",10650434870.696,1.58489319246111,6,1,2
"b3",115.405587716788,2.51188643150958,6,1,2
"b4",0,3.98107170553497,6,1,2
"b5",0,6.30957344480193,6,1,2
"b6",0,10,6,1,2
"b1",18649180109780.8,1,6,1,3
"b2",9950704694.44487,1.58489319246111,6,1,3
"b3",120.599941639438,2.51188643150958,6,1,3
"b4",0,3.98107170553497,6,1,3
"b5",0,6.30957344480193,6,1,3
"b6",0,10,6,1,3
"b1",18644211697042.4,1,6,1,4
"b2",15025797985.9947,1.58489319246111,6,1,4
"b3",4111.7836725226,2.51188643150958,6,1,4
"b4",0,3.98107170553497,6,1,4
"b5",0,6.30957344480193,6,1,4
"b6",0,10,6,1,4
"b1",18644211697042.4,1,6,1,5
"b2",15025797985.9947,1.58489319246111,6,1,5
"b3",4111.7836725226,2.51188643150958,6,1,5
"b4",0,3.98107170553497,6,1,5
"b5",0,6.30957344480193,6,1,5
"b6",0,10,6,1,5
